"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"CT:SHOP","Shopify Inc","SHOP","05/21/2015","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA82509L1076","BX865C7","219,886,944,256","CAD","Analyze"
"CT:RY","Royal Bank of Canada","RY","01/02/1997","Global Equity","Common stocks","Developed markets ex-US","Financials","CA7800871021","2754383","184,814,682,112","CAD","Analyze"
"CT:TD","The Toronto-Dominion Bank","TD","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA8911605092","2897222","155,573,600,256","CAD","Analyze"
"CT:BAM-A","Brookfield Asset Management Inc","BAM-A","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Financials","CA1125851040","2092599","110,726,365,184","CAD","Analyze"
"CT:ENB","Enbridge Inc","ENB","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Energy","CA29250N1050","2466149","106,554,974,208","CAD","Analyze"
"CT:CNR","Canadian National Railway Company","CNR","11/22/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA1363751027","2180632","104,792,113,152","CAD","Analyze"
"CT:BNS","The Bank of Nova Scotia","BNS","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA0641491075","2076281","95,484,919,808","CAD","Analyze"
"CT:BMO","Bank of Montreal","BMO","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA0636711016","2076009","84,096,802,816","CAD","Analyze"
"CT:TRI","Thomson Reuters Corporation","TRI","10/22/2008","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA8849037095","BFXPTB0","71,814,103,040","CAD","Analyze"
"CT:CM","Canadian Imperial Bank of Commerce","CM","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Financials","CA1360691010","2170525","65,675,960,320","CAD","Analyze"
"CT:TRP","TransCanada Corporation","TRP","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Energy","CA89353D1078","2665184","63,507,734,528","CAD","Analyze"
"CT:CP","Canadian Pacific Railway Limited","CP","08/24/2001","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA13645T1003","2793115","59,069,722,624","CAD","Analyze"
"CT:CNQ","Canadian Natural Resources Limited","CNQ","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Energy","CA1363851017","2171573","59,057,610,752","CAD","Analyze"
"CT:BCE","BCE Inc","BCE","05/06/1996","Global Equity","Common stocks","Developed markets ex-US","Communication Services","CA05534B7604","B188TH2","57,713,942,528","CAD","Analyze"
"CT:NGT","Newmont Goldcorp Corp","NGT","04/22/2019","Global Equity","Common stocks","Developed markets ex-US","Materials","US6516391066","BJYKTV2","56,130,572,288","CAD","Analyze"
"CT:ATD-B","Alimentation Couche-Tard Inc","ATD-B","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA01626P4033","2011646","50,971,852,800","CAD","Analyze"
"CT:NTR","Nutrien Ltd","NTR","01/02/2018","Global Equity","Common stocks","Developed markets ex-US","Materials","CA67077M1086","BDRJLN0","50,648,649,728","CAD","Analyze"
"CT:MFC","Manulife Financial Corporation","MFC","09/30/1999","Global Equity","Common stocks","Developed markets ex-US","Financials","CA56501R1064","2492519","48,517,885,952","CAD","Analyze"
"CT:CSU","Constellation Software Inc","CSU","05/18/2006","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA21037X1006","B15C4L6","46,019,887,104","CAD","Analyze"
"CT:SU","Suncor Energy Inc","SU","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Energy","CA8672241079","B3NB1P2","43,391,934,464","CAD","Analyze"
"CT:ABX","Barrick Gold Corporation","ABX","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA0679011084","2024644","43,128,774,656","CAD","Analyze"
"CT:WCN","Waste Connections, Inc","WCN","05/31/2016","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA94106B1013","BYQFRK5","42,156,527,616","CAD","Analyze"
"CT:SLF","Sun Life Financial Inc","SLF","03/23/2000","Global Equity","Common stocks","Developed markets ex-US","Financials","CA8667961053","2566124","40,374,366,208","CAD","Analyze"
"CT:T","TELUS Corporation","T","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Communication Services","CA87971M1032","2381093","37,971,898,368","CAD","Analyze"
"CT:GWO","Great-West Lifeco Inc","GWO","02/09/1996","Global Equity","Common stocks","Developed markets ex-US","Financials","CA39138C1068","2384951","36,112,023,552","CAD","Analyze"
"CT:NA","National Bank of Canada","NA","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Financials","CA6330671034","2077303","34,079,408,128","CAD","Analyze"
"CT:FNV","Franco-Nevada Corporation","FNV","12/03/2007","Global Equity","Common stocks","Developed markets ex-US","Materials","CA3518581051","B29NF31","32,457,443,328","CAD","Analyze"
"CT:MG","Magna International Inc","MG","01/04/2000","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA5592224011","2554475","31,386,982,400","CAD","Analyze"
"CT:L","Loblaw Companies Limited","L","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA5394811015","2521800","31,023,136,768","CAD","Analyze"
"CT:IMO","Imperial Oil Limited","IMO","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Energy","CA4530384086","2454241","29,867,061,248","CAD","Analyze"
"CT:CVE","Cenovus Energy Inc","CVE","11/02/2009","Global Equity","Common stocks","Developed markets ex-US","Energy","CA15135U1093","B57FG04","29,756,952,576","CAD","Analyze"
"CT:RCI-B","Rogers Communications Inc","RCI-B","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Communication Services","CA7751092007","2169051","29,659,901,952","CAD","Analyze"
"CT:IFC","Intact Financial Corporation","IFC","05/21/2009","Global Equity","Common stocks","Developed markets ex-US","Financials","CA45823T1066","B04YJV1","29,407,453,184","CAD","Analyze"
"CT:POW","Power Corporation of Canada","POW","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Financials","CA7392391016","2697701","28,862,494,720","CAD","Analyze"
"CT:GIB-A","CGI Group Inc","GIB-A","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA39945C1095","2159740","27,140,976,640","CAD","Analyze"
"CT:FTS","Fortis Inc","FTS","01/13/1995","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA3495531079","2347200","26,731,175,936","CAD","Analyze"
"CT:PWF","Power Financial Corporation","PWF","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA73927C1005","2697864","24,113,362,944","CAD","Analyze"
"CT:QSR","Restaurant Brands International Inc","QSR","12/10/2014","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA76131D1033","BTF8CF0","23,506,972,672","CAD","Analyze"
"CT:PPL","Pembina Pipeline Corporation","PPL","10/23/1998","Global Equity","Common stocks","Developed markets ex-US","Energy","CA7063271034","B4PT2P8","23,052,890,112","CAD","Analyze"
"CT:WPM","Wheaton Precious Metals Corp","WPM","12/07/2004","Global Equity","Common stocks","Developed markets ex-US","Materials","CA9628791027","BF13KN5","22,428,000,256","CAD","Analyze"
"CT:WN","George Weston Limited","WN","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA9611485090","2956662","20,612,757,504","CAD","Analyze"
"CT:WSP","WSP Global Inc","WSP","05/24/2006","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA92938W2022","BHR3R21","19,211,204,608","CAD","Analyze"
"CT:FM","First Quantum Minerals Ltd","FM","01/11/2000","Global Equity","Common stocks","Developed markets ex-US","Materials","CA3359341052","2347608","19,126,519,808","CAD","Analyze"
"CT:TECK-B","Teck Resources Limited","TECK-B","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA8787422044","2879327","18,894,891,008","CAD","Analyze"
"CT:SJR-B","Shaw Communications Inc","SJR-B","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Communication Services","CA82028K2002","2801836","18,332,526,592","CAD","Analyze"
"CT:H","Hydro One Limited","H","11/17/2015","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA4488112083","BYYXJY9","18,269,548,544","CAD","Analyze"
"CT:AEM","Agnico Eagle Mines Limited","AEM","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA0084741085","2009823","17,305,350,144","CAD","Analyze"
"CT:DOL","Dollarama Inc","DOL","10/09/2009","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA25675T1075","B4TP9G2","17,161,236,480","CAD","Analyze"
"CT:LSPD","Lightspeed Pos Inc","LSPD","03/08/2019","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA53227R1064","BGHVW01","16,954,793,984","CAD","Analyze"
"CT:OTEX","Open Text Corporation","OTEX","06/29/1998","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA6837151068","2260824","16,785,586,176","CAD","Analyze"
"CT:GFL","GFL Environmental Inc. Subordinate voting shares","GFL","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA36168Q1046","BKDT649","16,188,545,024","CAD","Analyze"
"CT:FFH","Fairfax Financial Holdings Limited","FFH","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Financials","CA3039011026","2566351","15,240,102,912","CAD","Analyze"
"CT:MRU","Metro Inc","MRU","01/02/1997","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA59162N1096","2583952","15,119,596,544","CAD","Analyze"
"CT:EMA","Emera Incorporated","EMA","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA2908761018","2650050","15,061,680,128","CAD","Analyze"
"CT:KL","Kirkland Lake Gold Ltd","KL","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA49741E1007","BD4G349","13,842,288,640","CAD","Analyze"
"CT:BEP-UN","Brookfield Renewable Partners LP","BEP-UN","11/21/2000","Global Equity","Common stocks","Developed markets ex-US","Unknown","BMG162581083","","13,301,790,720","CAD","Analyze"
"CT:SAP","Saputo Inc","SAP","10/15/1997","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA8029121057","2112226","12,921,332,736","CAD","Analyze"
"CT:TOU","Tourmaline Oil Corp","TOU","11/23/2010","Global Equity","Common stocks","Developed markets ex-US","Energy","CA89156V1067","B3QJ0H8","12,884,199,424","CAD","Analyze"
"CT:BHC","Bausch Health Companies Inc","BHC","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA0717341071","BFFY852","12,626,488,320","CAD","Analyze"
"CT:CCO","CAMECO CORP","CCO","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Energy","CA13321L1085","2166160","12,612,747,264","CAD","Analyze"
"CT:OVV","Ovintiv Inc","OVV","08/23/2001","Global Equity","Common stocks","Developed markets ex-US","Energy","US69047Q1022","BL3GRC2","12,511,144,960","CAD","Analyze"
"CT:TFII","TFI International Inc","TFII","09/30/2002","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA87241L1094","BDRXBF4","12,451,509,248","CAD","Analyze"
"CT:CAE","CAE Inc","CAE","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA1247651088","2162760","12,027,149,312","CAD","Analyze"
"CT:CCL-B","CCL Industries Inc","CCL-B","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA1249003098","2159795","11,993,146,368","CAD","Analyze"
"CT:AQN","Algonquin Power & Utilities Corp","AQN","12/23/1997","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA0158571053","B51BMR7","11,561,639,936","CAD","Analyze"
"CT:IVN","Ivanhoe Mines Ltd","IVN","10/17/2012","Global Equity","Common stocks","Developed markets ex-US","Materials","CA46579R1047","BD73C40","11,487,933,440","CAD","Analyze"
"CT:CTC-A","Canadian Tire Corporation, Limited","CTC-A","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA1366812024","2172286","11,133,267,968","CAD","Analyze"
"CT:TSGI","The Stars Group Inc","TSGI","07/21/2010","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA85570W1005","BDG1MJ0","10,854,705,152","CAD","Analyze"
"CT:IGM","IGM Financial Inc","IGM","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA4495861060","2469375","10,847,313,920","CAD","Analyze"
"CT:CAR-UN","Canadian Apartment Properties Real","CAR-UN","05/21/1998","Global Equity","REITs","Developed markets ex-US","Real Estate","CA1349211054","2117599","10,456,932,352","CAD","Analyze"
"CT:FSV","FirstService Corporation","FSV","05/27/2015","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA33767E1034","BYL7ZF7","10,357,353,472","CAD","Analyze"
"CT:EMP-A","Empire Company Limited","EMP-A","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA2918434077","2314000","10,072,194,048","CAD","Analyze"
"CT:K","Kinross Gold Corporation","K","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA4969024047","B03Z841","9,615,906,816","CAD","Analyze"
"CT:DOO","BRP Inc","DOO","05/22/2013","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA05577W2004","B9B3FG1","9,482,445,824","CAD","Analyze"
"CT:CU","Canadian Utilities Limited","CU","01/03/1997","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA1367178326","2172639","9,418,958,848","CAD","Analyze"
"CT:NPI","Northland Power Inc","NPI","04/15/1998","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA6665111002","B68XHC3","9,282,465,792","CAD","Analyze"
"CT:TIH","Toromont Industries Ltd","TIH","08/13/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA8911021050","2897103","9,103,437,824","CAD","Analyze"
"CT:RBA","Ritchie Bros. Auctioneers Incorporated","RBA","04/30/2004","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA7677441056","2345390","9,008,481,280","CAD","Analyze"
"CT:GIL","Gildan Activewear Inc","GIL","06/29/1998","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA3759161035","2254645","9,003,063,296","CAD","Analyze"
"CT:DSG","The Descartes Systems Group Inc","DSG","01/21/1998","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA2499061083","2141941","8,806,139,904","CAD","Analyze"
"CT:ARX","ARC Resources Ltd","ARX","01/02/1997","Global Equity","Common stocks","Developed markets ex-US","Energy","CA00208D4084","B6463M8","8,800,917,504","CAD","Analyze"
"CT:IPL","Inter Pipeline Ltd","IPL","11/15/2002","Global Equity","Common stocks","Developed markets ex-US","Energy","CA45833V1094","BDD54N3","8,566,831,616","CAD","Analyze"
"CT:AC","Air Canada","AC","11/17/2006","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA0089118776","BSDHYK1","8,249,253,376","CAD","Analyze"
"CT:ONEX","Onex Corporation","ONEX","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA68272K1030","2659518","8,104,563,712","CAD","Analyze"
"CT:IAG","iA Financial Corporation Inc","IAG","02/10/2000","Global Equity","Common stocks","Developed markets ex-US","Financials","CA4558711038","2543688","7,811,485,696","CAD","Analyze"
"CT:X","TMX Group Limited","X","10/01/2003","Global Equity","Common stocks","Developed markets ex-US","Financials","CA87262K1057","B8KH5G7","7,583,195,136","CAD","Analyze"
"CT:EDV","Endeavour Mining Corporation","EDV","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Materials","KYG3040R1589","BDGN4L2","7,567,575,040","CAD","Analyze"
"CT:CIGI","Colliers International Group Inc","CIGI","12/15/1999","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA1946931070","BYL7SB4","7,567,447,552","CAD","Analyze"
"CT:LUN","Lundin Mining Corporation","LUN","08/08/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA5503721063","2866857","7,560,692,736","CAD","Analyze"
"CT:QBR-B","Quebecor Inc","QBR-B","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Communication Services","CA7481932084","2715777","7,398,966,272","CAD","Analyze"
"CT:ALA","AltaGas Ltd","ALA","05/05/2004","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA0213611001","B43WJC5","7,230,335,488","CAD","Analyze"
"CT:REI-UN","Riocan Real Estate Investment Trus","REI-UN","12/31/1999","Global Equity","REITs","Developed markets ex-US","Real Estate","CA7669101031","2229610","7,127,469,056","CAD","Analyze"
"CT:KEY","Keyera Corp","KEY","05/30/2003","Global Equity","Common stocks","Developed markets ex-US","Energy","CA4932711001","B3SGMV5","7,050,633,728","CAD","Analyze"
"CT:WEED","Canopy Growth Corporation","WEED","08/08/1996","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA1380351009","BYTN3W0","6,963,200,000","CAD","Analyze"
"CT:BB","BlackBerry Limited","BB","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA09228F1036","BCBHZ31","6,917,534,208","CAD","Analyze"
"CT:STN","Stantec Inc","STN","08/13/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA85472N1096","2854238","6,812,438,016","CAD","Analyze"
"CT:HSE","Husky Energy Inc","HSE","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Energy","CA4480551031","2623836","6,794,611,200","CAD","Analyze"
"CT:PAAS","Pan American Silver Corp","PAAS","04/16/1996","Global Equity","Common stocks","Emerging markets","Materials","CA6979001089","2669272","6,559,226,368","CAD","Analyze"
"CT:APHA","APHRIA INC","APHA","12/28/2011","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA03765K1049","BTC2NF2","6,263,926,272","CAD","Analyze"
"CT:GRT-UN","Granite Real Estate Investment Trust Stapled Unit","GRT-UN","06/05/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","CA3874371147","B9GS088","6,238,056,960","CAD","Analyze"
"CT:BLDP","Ballard Power Systems Inc","BLDP","03/21/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA0585861085","2072717","5,967,000,576","CAD","Analyze"
"CT:PBH","Premium Brands Holdings Corporation","PBH","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA74061A1084","B1VJFK7","5,874,675,200","CAD","Analyze"
"CT:SNC","SNC-Lavalin Group Inc","SNC","05/08/1997","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA78460T1057","2763884","5,837,170,688","CAD","Analyze"
"CT:PKI","Parkland Fuel Corporation","PKI","04/25/1996","Global Equity","Common stocks","Developed markets ex-US","Energy","CA70137T1057","B3SQRQ5","5,731,575,808","CAD","Analyze"
"CT:EFN","Element Fleet Management Corp","EFN","12/16/2011","Global Equity","Common stocks","Developed markets ex-US","Financials","CA2861812014","B7FNMQ2","5,651,040,768","CAD","Analyze"
"CT:WFT","West Fraser Timber Co. Ltd","WFT","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA9528451052","2951098","5,627,524,608","CAD","Analyze"
"CT:BYD","Boyd Group Income Inc","BYD","11/16/1999","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA1033101082","BKPNC96","5,465,318,912","CAD","Analyze"
"CT:FTT","Finning International Inc","FTT","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA3180714048","2339177","5,430,135,296","CAD","Analyze"
"CT:AP-UN","Allied Properties Real Estate Inve","AP-UN","02/20/2003","Global Equity","REITs","Developed markets ex-US","Real Estate","CA0194561027","2387701","5,267,250,176","CAD","Analyze"
"CT:SRU-UN","Smart Real Estate Investment Trust","SRU-UN","03/27/2000","Global Equity","REITs","Developed markets ex-US","Real Estate","CA83179X1087","BZ22BK5","5,250,053,120","CAD","Analyze"
"CT:YRI","Yamana Gold Inc","YRI","04/16/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA98462Y1007","2219279","5,247,736,320","CAD","Analyze"
"CT:CIX","CI Financial Corp","CIX","04/03/1996","Global Equity","Common stocks","Developed markets ex-US","Financials","CA1254911003","B3KT0S5","5,246,581,760","CAD","Analyze"
"CT:BTO","B2Gold Corp","BTO","12/06/2007","Global Equity","Common stocks","Developed markets ex-US","Materials","CA11777Q2099","B29VFC4","5,208,291,328","CAD","Analyze"
"CT:KXS","Kinaxis Inc","KXS","06/10/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA49448Q1090","BN85P68","5,202,794,496","CAD","Analyze"
"CT:ATZ","Aritzia Inc","ATZ","10/03/2016","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA04045U1021","BDCG2C2","5,184,768,000","CAD","Analyze"
"CT:GOOS","Canada Goose Holdings Inc","GOOS","03/16/2017","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA1350861060","BF0B2F6","5,172,426,240","CAD","Analyze"
"CT:CCA","Cogeco Communications Inc","CCA","10/12/2004","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA19239C1068","BZCDFX9","5,171,503,616","CAD","Analyze"
"CT:RNW","TransAlta Renewables Inc","RNW","08/09/2013","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA8934631091","BCZLSL8","5,137,824,768","CAD","Analyze"
"CT:BBD-B","Bombardier Inc","BBD-B","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA0977512007","2109723","5,063,129,600","CAD","Analyze"
"CT:BBD-A","Bombardier Inc","BBD-A","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Unknown","","","5,063,123,968","CAD","Analyze"
"CT:CPX","Capital Power Corporation","CPX","06/26/2009","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA14042M1023","B61KF83","4,986,100,736","CAD","Analyze"
"CT:WCP","Whitecap Resources Inc","WCP","11/28/2003","Global Equity","Common stocks","Developed markets ex-US","Energy","CA96467A2002","B418WK4","4,914,701,312","CAD","Analyze"
"CT:CHP-UN","CHOICE PROPERTIES REAL ESTATE INVE","CHP-UN","07/05/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA17039A1066","BBX46Q3","4,884,240,896","CAD","Analyze"
"CT:MX","Methanex Corporation","MX","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA59151K1084","2654416","4,732,597,248","CAD","Analyze"
"CT:HR-UN","Handr Real Estate Investment Trust","HR-UN","12/31/1999","Global Equity","REITs","Developed markets ex-US","Real Estate","CA4039254079","B3DJHT2","4,717,242,368","CAD","Analyze"
"CT:TCN","Tricon Capital Group Inc","TCN","05/20/2010","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA89612W1023","B4NP281","4,657,561,088","CAD","Analyze"
"CT:OSB","Norbord Inc","OSB","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA65548P4033","2641441","4,598,071,808","CAD","Analyze"
"CT:FCR","First Capital Realty Inc","FCR","09/20/2001","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA31943B1004","2185596","4,570,426,368","CAD","Analyze"
"CT:LNR","Linamar Corporation","LNR","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA53278L1076","2516022","4,559,623,168","CAD","Analyze"
"CT:TOY","Spin Master Corp","TOY","07/30/2015","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA8485101031","BZ03B55","4,472,556,032","CAD","Analyze"
"CT:SSRM","SSR Mining Inc","SSRM","04/16/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA7847301032","BF7MPL9","4,377,456,640","CAD","Analyze"
"CT:INE","Innergex Renewable Energy Inc","INE","12/06/2007","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA45790B1040","B29TNV3","4,162,400,768","CAD","Analyze"
"CT:DGC","Detour Gold Corporation","DGC","01/31/2007","Global Equity","Common stocks","Developed markets ex-US","Materials","CA2506691088","B1PMQ65","4,110,991,360","CAD","Analyze"
"CT:CRT-UN","CT REIT UNITS TRUST","CRT-UN","10/23/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA1264621006","BFSRSC5","4,057,837,312","CAD","Analyze"
"CT:FR","First Majestic Silver Corp","FR","08/08/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA32076V1031","2833583","4,003,668,224","CAD","Analyze"
"CT:BLX","Boralex Inc","BLX","08/07/1996","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA09950M3003","2099084","3,983,669,504","CAD","Analyze"
"CT:AGI","Alamos Gold Inc","AGI","06/21/2004","Global Equity","Common stocks","Developed markets ex-US","Materials","CA0115321089","BZ3DNP6","3,945,157,632","CAD","Analyze"
"CT:SMU-UN","SUMMIT INDUSTRIAL INCOME REIT UNIT","SMU-UN","02/04/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA8661201167","B928VJ0","3,944,987,136","CAD","Analyze"
"CT:TRQ","Turquoise Hill Resources Ltd","TRQ","08/13/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA9004351081","B7WJ1F5","3,841,499,904","CAD","Analyze"
"CT:ATA","ATS Automation Tooling Systems Inc","ATA","03/20/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA0019401052","2002587","3,841,276,928","CAD","Analyze"
"CT:TA","TransAlta Corporation","TA","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA89346D1078","2901628","3,761,479,936","CAD","Analyze"
"CT:MIC","Genworth MI Canada Inc","MIC","07/07/2009","Global Equity","Common stocks","Developed markets ex-US","Financials","CA37252B1022","B3NWJQ2","3,754,845,696","CAD","Analyze"
"CT:CFP","CANFOR CORP","CFP","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA1375761048","B18P4F6","3,711,046,400","CAD","Analyze"
"CT:LAC","Lithium Americas Corp","LAC","07/16/2008","Global Equity","Common stocks","Developed markets ex-US","Materials","CA53680Q2071","BF4X225","3,675,670,528","CAD","Analyze"
"CT:CPG","Crescent Point Energy Corp","CPG","09/10/2003","Global Equity","Common stocks","Developed markets ex-US","Energy","CA22576C1014","B67C8W8","3,660,698,368","CAD","Analyze"
"CT:WJA","WestJet Airlines Ltd","WJA","07/13/1999","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA9604105044","BYN2G91","3,587,278,336","CAD","Analyze"
"CT:DIR-UN","DREAM INDUSTRIAL REAL ESTATE INVES","DIR-UN","10/04/2012","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA26153W1095","BMH4P92","3,578,638,848","CAD","Analyze"
"CT:NXE","NexGen Energy Ltd","NXE","10/09/2012","Global Equity","Common stocks","Developed markets ex-US","Energy","CA65340P1062","B987K72","3,513,736,192","CAD","Analyze"
"CT:GEI","Gibson Energy Inc","GEI","06/08/2011","Global Equity","Common stocks","Developed markets ex-US","Energy","CA3748252069","B44WH97","3,475,596,544","CAD","Analyze"
"CT:UFS","Domtar Corporation","UFS","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Materials","US2575592033","B1TLJF8","3,450,632,192","CAD","Analyze"
"CT:CWB","Canadian Western Bank","CWB","11/29/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA13677F1018","2188283","3,400,639,744","CAD","Analyze"
"CT:PSK","PrairieSky Royalty Ltd","PSK","05/29/2014","Global Equity","Common stocks","Developed markets ex-US","Energy","CA7397211086","BN320L4","3,396,743,936","CAD","Analyze"
"CT:CJT","Cargojet Inc","CJT","06/09/2005","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA14179V5036","B3NHQF5","3,335,274,240","CAD","Analyze"
"CT:MFI","Maple Leaf Foods Inc","MFI","05/08/1996","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA5649051078","2555865","3,334,709,504","CAD","Analyze"
"CT:ELF","E-L Financial Corporation Limited","ELF","01/16/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA2685751075","2306386","3,322,798,080","CAD","Analyze"
