,name_0,name_1,Search Amount
6076,"""Michael J. Cooper""","""Richard Lord""",5
6077,"""Michael J. Cooper""","""Anil Wadhwani""",0
6078,"""Michael J. Cooper""","""Kevan S. Gorrie""",6
6079,"""Michael J. Cooper""","""Ian L. Edwards""",2
6080,"""Michael J. Cooper""","""Martin Schwartz""",8
6081,"""Michael J. Cooper""","""Jeffrey Schwartz""",7
6082,"""Michael J. Cooper""","""Jeff Segel""",6
6083,"""Michael J. Cooper""","""Jay A. Forbes""",3
6084,"""Michael J. Cooper""","""Thomas J. Appio""",0
6085,"""Michael J. Cooper""","""Michael Steinmann""",7
6086,"""Michael J. Cooper""","""Simon David Harrison""",0
6087,"""Michael J. Cooper""","""Siegfried W. Kiefer""",0
6088,"""Michael J. Cooper""","""Timothy Alexander Miller""",0
6089,"""Michael J. Cooper""","""Christopher Allan Govan""",0
6090,"""Michael J. Cooper""","""Victor G. Dodig""",13
6091,"""Michael J. Cooper""","""Paul S. Herendeen""",0
6092,"""Michael J. Cooper""","""Mark Kenney""",9
6093,"""Michael J. Cooper""","""Geert Verellen""",0
6094,"""Michael J. Cooper""","""Ian M. Fillinger""",2
6095,"""Michael J. Cooper""","""Robert P. Wildeboer""",5
6096,"""Michael J. Cooper""","""Worthing F. Jackman""",12
6097,"""Michael J. Cooper""","""Richard Dufresne""",0
6098,"""Michael J. Cooper""","""Paul McAleese""",0
6099,"""Michael J. Cooper""","""Joseph D. Randell""",5
6100,"""Michael J. Cooper""","""Marc Parent""",10
6101,"""Michael J. Cooper""","""Stephen Elias Loukas""",0
6102,"""Michael J. Cooper""","""Geoffrey Robillard""",0
6103,"""Michael J. Cooper""","""Brian Tellef Vaasjo""",0
6104,"""Michael J. Cooper""","""Thomas J. Hofstedter""",197
6105,"""Steven R. Spaulding""","""Navjeet Singh Dhillon""",0
6106,"""Steven R. Spaulding""","""Laurent Ferreira""",1
6107,"""Steven R. Spaulding""","""Photis Peter Pascali""",0
6108,"""Steven R. Spaulding""","""Mirko Bibic""",1
6109,"""Steven R. Spaulding""","""Scott Carlyle Balfour""",0
6110,"""Steven R. Spaulding""","""George Raymond Burns""",0
6111,"""Steven R. Spaulding""","""Randy V. J. Smallwood""",1
6112,"""Steven R. Spaulding""","""Timothy Michael Miller""",0
6113,"""Steven R. Spaulding""","""Eric Richer La Fleche""",0
6114,"""Steven R. Spaulding""","""Terrance Lloyd McKibbon""",0
6115,"""Steven R. Spaulding""","""Joseph M. Natale""",0
6116,"""Steven R. Spaulding""","""Michael Cammarata""",0
6117,"""Steven R. Spaulding""","""Claude Bigras""",2
6118,"""Steven R. Spaulding""","""Ewout R. Heersink""",0
6119,"""Steven R. Spaulding""","""L. Scott Thomson""",5
6120,"""Steven R. Spaulding""","""Pauline Dhillon""",0
6121,"""Steven R. Spaulding""","""David I. McKay""",0
6122,"""Steven R. Spaulding""","""Bradley William Corson""",0
6123,"""Steven R. Spaulding""","""Louis Vachon """,1
6124,"""Steven R. Spaulding""","""Jose E. Cil""",0
6125,"""Steven R. Spaulding""","""Nancy C. Southern""",2
6126,"""Steven R. Spaulding""","""Donald B. Kayne""",3
6127,"""Steven R. Spaulding""","""Peter Gerald Jan Kukielski""",0
6128,"""Steven R. Spaulding""","""Daniel Barclay""",0
6129,"""Steven R. Spaulding""","""Trevor English""",1
6130,"""Steven R. Spaulding""","""Zoran Stakic""",1
6131,"""Steven R. Spaulding""","""Alain Bouchard""",4
6132,"""Steven R. Spaulding""","""Frank Patrick D'Eramo""",0
6133,"""Steven R. Spaulding""","""Donald M. Jenkins""",0
6134,"""Steven R. Spaulding""","""Madhu Ranganathan""",2
6135,"""Steven R. Spaulding""","""Richard Lord""",2
6136,"""Steven R. Spaulding""","""Anil Wadhwani""",0
6137,"""Steven R. Spaulding""","""Kevan S. Gorrie""",0
6138,"""Steven R. Spaulding""","""Ian L. Edwards""",1
6139,"""Steven R. Spaulding""","""Martin Schwartz""",3
6140,"""Steven R. Spaulding""","""Jeffrey Schwartz""",4
6141,"""Steven R. Spaulding""","""Jeff Segel""",3
6142,"""Steven R. Spaulding""","""Jay A. Forbes""",0
6143,"""Steven R. Spaulding""","""Thomas J. Appio""",0
6144,"""Steven R. Spaulding""","""Michael Steinmann""",2
6145,"""Steven R. Spaulding""","""Simon David Harrison""",0
6146,"""Steven R. Spaulding""","""Siegfried W. Kiefer""",0
6147,"""Steven R. Spaulding""","""Timothy Alexander Miller""",0
6148,"""Steven R. Spaulding""","""Christopher Allan Govan""",0
6149,"""Steven R. Spaulding""","""Victor G. Dodig""",2
6150,"""Steven R. Spaulding""","""Paul S. Herendeen""",0
6151,"""Steven R. Spaulding""","""Mark Kenney""",3
6152,"""Steven R. Spaulding""","""Geert Verellen""",0
6153,"""Steven R. Spaulding""","""Ian M. Fillinger""",1
6154,"""Steven R. Spaulding""","""Robert P. Wildeboer""",0
6155,"""Steven R. Spaulding""","""Worthing F. Jackman""",2
6156,"""Steven R. Spaulding""","""Richard Dufresne""",0
6157,"""Steven R. Spaulding""","""Paul McAleese""",0
6158,"""Steven R. Spaulding""","""Joseph D. Randell""",1
6159,"""Steven R. Spaulding""","""Marc Parent""",3
6160,"""Steven R. Spaulding""","""Stephen Elias Loukas""",0
6161,"""Steven R. Spaulding""","""Geoffrey Robillard""",0
6162,"""Steven R. Spaulding""","""Brian Tellef Vaasjo""",0
6163,"""Steven R. Spaulding""","""Thomas J. Hofstedter""",3
6164,"""Navjeet Singh Dhillon""","""Laurent Ferreira""",0
6165,"""Navjeet Singh Dhillon""","""Photis Peter Pascali""",0
6166,"""Navjeet Singh Dhillon""","""Mirko Bibic""",0
6167,"""Navjeet Singh Dhillon""","""Scott Carlyle Balfour""",0
6168,"""Navjeet Singh Dhillon""","""George Raymond Burns""",0
6169,"""Navjeet Singh Dhillon""","""Randy V. J. Smallwood""",0
6170,"""Navjeet Singh Dhillon""","""Timothy Michael Miller""",0
6171,"""Navjeet Singh Dhillon""","""Eric Richer La Fleche""",0
6172,"""Navjeet Singh Dhillon""","""Terrance Lloyd McKibbon""",0
6173,"""Navjeet Singh Dhillon""","""Joseph M. Natale""",0
6174,"""Navjeet Singh Dhillon""","""Michael Cammarata""",0
6175,"""Navjeet Singh Dhillon""","""Claude Bigras""",0
6176,"""Navjeet Singh Dhillon""","""Ewout R. Heersink""",0
6177,"""Navjeet Singh Dhillon""","""L. Scott Thomson""",0
6178,"""Navjeet Singh Dhillon""","""Pauline Dhillon""",0
6179,"""Navjeet Singh Dhillon""","""David I. McKay""",0
6180,"""Navjeet Singh Dhillon""","""Bradley William Corson""",0
6181,"""Navjeet Singh Dhillon""","""Louis Vachon """,0
6182,"""Navjeet Singh Dhillon""","""Jose E. Cil""",0
6183,"""Navjeet Singh Dhillon""","""Nancy C. Southern""",0
6184,"""Navjeet Singh Dhillon""","""Donald B. Kayne""",0
6185,"""Navjeet Singh Dhillon""","""Peter Gerald Jan Kukielski""",0
6186,"""Navjeet Singh Dhillon""","""Daniel Barclay""",0
6187,"""Navjeet Singh Dhillon""","""Trevor English""",0
6188,"""Navjeet Singh Dhillon""","""Zoran Stakic""",0
6189,"""Navjeet Singh Dhillon""","""Alain Bouchard""",0
6190,"""Navjeet Singh Dhillon""","""Frank Patrick D'Eramo""",0
6191,"""Navjeet Singh Dhillon""","""Donald M. Jenkins""",0
6192,"""Navjeet Singh Dhillon""","""Madhu Ranganathan""",0
6193,"""Navjeet Singh Dhillon""","""Richard Lord""",0
6194,"""Navjeet Singh Dhillon""","""Anil Wadhwani""",0
6195,"""Navjeet Singh Dhillon""","""Kevan S. Gorrie""",0
6196,"""Navjeet Singh Dhillon""","""Ian L. Edwards""",0
6197,"""Navjeet Singh Dhillon""","""Martin Schwartz""",0
6198,"""Navjeet Singh Dhillon""","""Jeffrey Schwartz""",0
6199,"""Navjeet Singh Dhillon""","""Jeff Segel""",0
6200,"""Navjeet Singh Dhillon""","""Jay A. Forbes""",0
6201,"""Navjeet Singh Dhillon""","""Thomas J. Appio""",0
6202,"""Navjeet Singh Dhillon""","""Michael Steinmann""",0
6203,"""Navjeet Singh Dhillon""","""Simon David Harrison""",0
6204,"""Navjeet Singh Dhillon""","""Siegfried W. Kiefer""",0
6205,"""Navjeet Singh Dhillon""","""Timothy Alexander Miller""",0
6206,"""Navjeet Singh Dhillon""","""Christopher Allan Govan""",0
6207,"""Navjeet Singh Dhillon""","""Victor G. Dodig""",0
6208,"""Navjeet Singh Dhillon""","""Paul S. Herendeen""",0
6209,"""Navjeet Singh Dhillon""","""Mark Kenney""",0
6210,"""Navjeet Singh Dhillon""","""Geert Verellen""",0
6211,"""Navjeet Singh Dhillon""","""Ian M. Fillinger""",0
6212,"""Navjeet Singh Dhillon""","""Robert P. Wildeboer""",0
6213,"""Navjeet Singh Dhillon""","""Worthing F. Jackman""",0
6214,"""Navjeet Singh Dhillon""","""Richard Dufresne""",0
6215,"""Navjeet Singh Dhillon""","""Paul McAleese""",0
6216,"""Navjeet Singh Dhillon""","""Joseph D. Randell""",0
6217,"""Navjeet Singh Dhillon""","""Marc Parent""",0
6218,"""Navjeet Singh Dhillon""","""Stephen Elias Loukas""",0
6219,"""Navjeet Singh Dhillon""","""Geoffrey Robillard""",0
6220,"""Navjeet Singh Dhillon""","""Brian Tellef Vaasjo""",0
6221,"""Navjeet Singh Dhillon""","""Thomas J. Hofstedter""",0
6222,"""Laurent Ferreira""","""Photis Peter Pascali""",0
6223,"""Laurent Ferreira""","""Mirko Bibic""",5
6224,"""Laurent Ferreira""","""Scott Carlyle Balfour""",0
6225,"""Laurent Ferreira""","""George Raymond Burns""",0
6226,"""Laurent Ferreira""","""Randy V. J. Smallwood""",1
6227,"""Laurent Ferreira""","""Timothy Michael Miller""",0
6228,"""Laurent Ferreira""","""Eric Richer La Fleche""",2
6229,"""Laurent Ferreira""","""Terrance Lloyd McKibbon""",0
6230,"""Laurent Ferreira""","""Joseph M. Natale""",0
6231,"""Laurent Ferreira""","""Michael Cammarata""",0
6232,"""Laurent Ferreira""","""Claude Bigras""",1
6233,"""Laurent Ferreira""","""Ewout R. Heersink""",0
6234,"""Laurent Ferreira""","""L. Scott Thomson""",3
6235,"""Laurent Ferreira""","""Pauline Dhillon""",0
6236,"""Laurent Ferreira""","""David I. McKay""",0
6237,"""Laurent Ferreira""","""Bradley William Corson""",0
6238,"""Laurent Ferreira""","""Louis Vachon """,3780
6239,"""Laurent Ferreira""","""Jose E. Cil""",0
6240,"""Laurent Ferreira""","""Nancy C. Southern""",1
6241,"""Laurent Ferreira""","""Donald B. Kayne""",1
6242,"""Laurent Ferreira""","""Peter Gerald Jan Kukielski""",0
6243,"""Laurent Ferreira""","""Daniel Barclay""",0
6244,"""Laurent Ferreira""","""Trevor English""",0
6245,"""Laurent Ferreira""","""Zoran Stakic""",0
6246,"""Laurent Ferreira""","""Alain Bouchard""",27
6247,"""Laurent Ferreira""","""Frank Patrick D'Eramo""",0
6248,"""Laurent Ferreira""","""Donald M. Jenkins""",0
6249,"""Laurent Ferreira""","""Madhu Ranganathan""",1
6250,"""Laurent Ferreira""","""Richard Lord""",3
6251,"""Laurent Ferreira""","""Anil Wadhwani""",0
6252,"""Laurent Ferreira""","""Kevan S. Gorrie""",0
6253,"""Laurent Ferreira""","""Ian L. Edwards""",1
6254,"""Laurent Ferreira""","""Martin Schwartz""",7
6255,"""Laurent Ferreira""","""Jeffrey Schwartz""",1
6256,"""Laurent Ferreira""","""Jeff Segel""",1
6257,"""Laurent Ferreira""","""Jay A. Forbes""",0
6258,"""Laurent Ferreira""","""Thomas J. Appio""",0
6259,"""Laurent Ferreira""","""Michael Steinmann""",1
6260,"""Laurent Ferreira""","""Simon David Harrison""",0
6261,"""Laurent Ferreira""","""Siegfried W. Kiefer""",0
6262,"""Laurent Ferreira""","""Timothy Alexander Miller""",0
6263,"""Laurent Ferreira""","""Christopher Allan Govan""",0
6264,"""Laurent Ferreira""","""Victor G. Dodig""",2
6265,"""Laurent Ferreira""","""Paul S. Herendeen""",0
6266,"""Laurent Ferreira""","""Mark Kenney""",2
6267,"""Laurent Ferreira""","""Geert Verellen""",0
6268,"""Laurent Ferreira""","""Ian M. Fillinger""",1
6269,"""Laurent Ferreira""","""Robert P. Wildeboer""",0
6270,"""Laurent Ferreira""","""Worthing F. Jackman""",2
6271,"""Laurent Ferreira""","""Richard Dufresne""",0
6272,"""Laurent Ferreira""","""Paul McAleese""",0
6273,"""Laurent Ferreira""","""Joseph D. Randell""",1
6274,"""Laurent Ferreira""","""Marc Parent""",8
6275,"""Laurent Ferreira""","""Stephen Elias Loukas""",0
6276,"""Laurent Ferreira""","""Geoffrey Robillard""",0
6277,"""Laurent Ferreira""","""Brian Tellef Vaasjo""",0
6278,"""Laurent Ferreira""","""Thomas J. Hofstedter""",1
6279,"""Photis Peter Pascali""","""Mirko Bibic""",0
6280,"""Photis Peter Pascali""","""Scott Carlyle Balfour""",0
6281,"""Photis Peter Pascali""","""George Raymond Burns""",0
6282,"""Photis Peter Pascali""","""Randy V. J. Smallwood""",0
6283,"""Photis Peter Pascali""","""Timothy Michael Miller""",0
6284,"""Photis Peter Pascali""","""Eric Richer La Fleche""",0
6285,"""Photis Peter Pascali""","""Terrance Lloyd McKibbon""",0
6286,"""Photis Peter Pascali""","""Joseph M. Natale""",0
6287,"""Photis Peter Pascali""","""Michael Cammarata""",0
6288,"""Photis Peter Pascali""","""Claude Bigras""",0
6289,"""Photis Peter Pascali""","""Ewout R. Heersink""",0
6290,"""Photis Peter Pascali""","""L. Scott Thomson""",0
6291,"""Photis Peter Pascali""","""Pauline Dhillon""",0
6292,"""Photis Peter Pascali""","""David I. McKay""",0
6293,"""Photis Peter Pascali""","""Bradley William Corson""",0
6294,"""Photis Peter Pascali""","""Louis Vachon """,0
6295,"""Photis Peter Pascali""","""Jose E. Cil""",0
6296,"""Photis Peter Pascali""","""Nancy C. Southern""",0
6297,"""Photis Peter Pascali""","""Donald B. Kayne""",0
6298,"""Photis Peter Pascali""","""Peter Gerald Jan Kukielski""",0
6299,"""Photis Peter Pascali""","""Daniel Barclay""",0
6300,"""Photis Peter Pascali""","""Trevor English""",0
6301,"""Photis Peter Pascali""","""Zoran Stakic""",0
6302,"""Photis Peter Pascali""","""Alain Bouchard""",0
6303,"""Photis Peter Pascali""","""Frank Patrick D'Eramo""",0
6304,"""Photis Peter Pascali""","""Donald M. Jenkins""",0
6305,"""Photis Peter Pascali""","""Madhu Ranganathan""",0
6306,"""Photis Peter Pascali""","""Richard Lord""",0
6307,"""Photis Peter Pascali""","""Anil Wadhwani""",0
6308,"""Photis Peter Pascali""","""Kevan S. Gorrie""",0
6309,"""Photis Peter Pascali""","""Ian L. Edwards""",0
6310,"""Photis Peter Pascali""","""Martin Schwartz""",0
6311,"""Photis Peter Pascali""","""Jeffrey Schwartz""",0
6312,"""Photis Peter Pascali""","""Jeff Segel""",0
6313,"""Photis Peter Pascali""","""Jay A. Forbes""",0
6314,"""Photis Peter Pascali""","""Thomas J. Appio""",0
6315,"""Photis Peter Pascali""","""Michael Steinmann""",0
6316,"""Photis Peter Pascali""","""Simon David Harrison""",0
6317,"""Photis Peter Pascali""","""Siegfried W. Kiefer""",0
6318,"""Photis Peter Pascali""","""Timothy Alexander Miller""",0
6319,"""Photis Peter Pascali""","""Christopher Allan Govan""",0
6320,"""Photis Peter Pascali""","""Victor G. Dodig""",0
6321,"""Photis Peter Pascali""","""Paul S. Herendeen""",0
6322,"""Photis Peter Pascali""","""Mark Kenney""",0
6323,"""Photis Peter Pascali""","""Geert Verellen""",0
6324,"""Photis Peter Pascali""","""Ian M. Fillinger""",0
6325,"""Photis Peter Pascali""","""Robert P. Wildeboer""",0
6326,"""Photis Peter Pascali""","""Worthing F. Jackman""",0
6327,"""Photis Peter Pascali""","""Richard Dufresne""",0
6328,"""Photis Peter Pascali""","""Paul McAleese""",0
6329,"""Photis Peter Pascali""","""Joseph D. Randell""",0
6330,"""Photis Peter Pascali""","""Marc Parent""",0
6331,"""Photis Peter Pascali""","""Stephen Elias Loukas""",0
6332,"""Photis Peter Pascali""","""Geoffrey Robillard""",0
6333,"""Photis Peter Pascali""","""Brian Tellef Vaasjo""",0
6334,"""Photis Peter Pascali""","""Thomas J. Hofstedter""",0
6335,"""Mirko Bibic""","""Scott Carlyle Balfour""",0
6336,"""Mirko Bibic""","""George Raymond Burns""",0
6337,"""Mirko Bibic""","""Randy V. J. Smallwood""",4
6338,"""Mirko Bibic""","""Timothy Michael Miller""",0
6339,"""Mirko Bibic""","""Eric Richer La Fleche""",0
6340,"""Mirko Bibic""","""Terrance Lloyd McKibbon""",0
6341,"""Mirko Bibic""","""Joseph M. Natale""",0
6342,"""Mirko Bibic""","""Michael Cammarata""",0
6343,"""Mirko Bibic""","""Claude Bigras""",6
6344,"""Mirko Bibic""","""Ewout R. Heersink""",0
6345,"""Mirko Bibic""","""L. Scott Thomson""",17
6346,"""Mirko Bibic""","""Pauline Dhillon""",0
6347,"""Mirko Bibic""","""David I. McKay""",25
6348,"""Mirko Bibic""","""Bradley William Corson""",0
6349,"""Mirko Bibic""","""Louis Vachon """,53
6350,"""Mirko Bibic""","""Jose E. Cil""",0
6351,"""Mirko Bibic""","""Nancy C. Southern""",7
6352,"""Mirko Bibic""","""Donald B. Kayne""",1
6353,"""Mirko Bibic""","""Peter Gerald Jan Kukielski""",0
6354,"""Mirko Bibic""","""Daniel Barclay""",0
6355,"""Mirko Bibic""","""Trevor English""",6
6356,"""Mirko Bibic""","""Zoran Stakic""",0
6357,"""Mirko Bibic""","""Alain Bouchard""",28
6358,"""Mirko Bibic""","""Frank Patrick D'Eramo""",0
6359,"""Mirko Bibic""","""Donald M. Jenkins""",0
6360,"""Mirko Bibic""","""Madhu Ranganathan""",11
6361,"""Mirko Bibic""","""Richard Lord""",3
6362,"""Mirko Bibic""","""Anil Wadhwani""",0
6363,"""Mirko Bibic""","""Kevan S. Gorrie""",0
6364,"""Mirko Bibic""","""Ian L. Edwards""",9
6365,"""Mirko Bibic""","""Martin Schwartz""",1
6366,"""Mirko Bibic""","""Jeffrey Schwartz""",2
6367,"""Mirko Bibic""","""Jeff Segel""",1
6368,"""Mirko Bibic""","""Jay A. Forbes""",3
6369,"""Mirko Bibic""","""Thomas J. Appio""",0
6370,"""Mirko Bibic""","""Michael Steinmann""",4
6371,"""Mirko Bibic""","""Simon David Harrison""",0
6372,"""Mirko Bibic""","""Siegfried W. Kiefer""",0
6373,"""Mirko Bibic""","""Timothy Alexander Miller""",0
6374,"""Mirko Bibic""","""Christopher Allan Govan""",0
6375,"""Mirko Bibic""","""Victor G. Dodig""",38
6376,"""Mirko Bibic""","""Paul S. Herendeen""",0
6377,"""Mirko Bibic""","""Mark Kenney""",56
6378,"""Mirko Bibic""","""Geert Verellen""",0
6379,"""Mirko Bibic""","""Ian M. Fillinger""",2
6380,"""Mirko Bibic""","""Robert P. Wildeboer""",0
6381,"""Mirko Bibic""","""Worthing F. Jackman""",10
6382,"""Mirko Bibic""","""Richard Dufresne""",0
6383,"""Mirko Bibic""","""Paul McAleese""",8
6384,"""Mirko Bibic""","""Joseph D. Randell""",2
6385,"""Mirko Bibic""","""Marc Parent""",53
6386,"""Mirko Bibic""","""Stephen Elias Loukas""",0
6387,"""Mirko Bibic""","""Geoffrey Robillard""",0
6388,"""Mirko Bibic""","""Brian Tellef Vaasjo""",0
6389,"""Mirko Bibic""","""Thomas J. Hofstedter""",4
6390,"""Scott Carlyle Balfour""","""George Raymond Burns""",0
6391,"""Scott Carlyle Balfour""","""Randy V. J. Smallwood""",0
6392,"""Scott Carlyle Balfour""","""Timothy Michael Miller""",0
6393,"""Scott Carlyle Balfour""","""Eric Richer La Fleche""",0
6394,"""Scott Carlyle Balfour""","""Terrance Lloyd McKibbon""",0
6395,"""Scott Carlyle Balfour""","""Joseph M. Natale""",0
6396,"""Scott Carlyle Balfour""","""Michael Cammarata""",0
6397,"""Scott Carlyle Balfour""","""Claude Bigras""",0
6398,"""Scott Carlyle Balfour""","""Ewout R. Heersink""",0
6399,"""Scott Carlyle Balfour""","""L. Scott Thomson""",0
6400,"""Scott Carlyle Balfour""","""Pauline Dhillon""",0
6401,"""Scott Carlyle Balfour""","""David I. McKay""",0
6402,"""Scott Carlyle Balfour""","""Bradley William Corson""",0
6403,"""Scott Carlyle Balfour""","""Louis Vachon """,0
6404,"""Scott Carlyle Balfour""","""Jose E. Cil""",0
6405,"""Scott Carlyle Balfour""","""Nancy C. Southern""",0
6406,"""Scott Carlyle Balfour""","""Donald B. Kayne""",0
6407,"""Scott Carlyle Balfour""","""Peter Gerald Jan Kukielski""",0
6408,"""Scott Carlyle Balfour""","""Daniel Barclay""",0
6409,"""Scott Carlyle Balfour""","""Trevor English""",0
6410,"""Scott Carlyle Balfour""","""Zoran Stakic""",0
6411,"""Scott Carlyle Balfour""","""Alain Bouchard""",0
6412,"""Scott Carlyle Balfour""","""Frank Patrick D'Eramo""",0
6413,"""Scott Carlyle Balfour""","""Donald M. Jenkins""",0
6414,"""Scott Carlyle Balfour""","""Madhu Ranganathan""",0
6415,"""Scott Carlyle Balfour""","""Richard Lord""",0
6416,"""Scott Carlyle Balfour""","""Anil Wadhwani""",0
6417,"""Scott Carlyle Balfour""","""Kevan S. Gorrie""",0
6418,"""Scott Carlyle Balfour""","""Ian L. Edwards""",0
6419,"""Scott Carlyle Balfour""","""Martin Schwartz""",0
6420,"""Scott Carlyle Balfour""","""Jeffrey Schwartz""",0
6421,"""Scott Carlyle Balfour""","""Jeff Segel""",0
6422,"""Scott Carlyle Balfour""","""Jay A. Forbes""",0
6423,"""Scott Carlyle Balfour""","""Thomas J. Appio""",0
6424,"""Scott Carlyle Balfour""","""Michael Steinmann""",0
6425,"""Scott Carlyle Balfour""","""Simon David Harrison""",0
6426,"""Scott Carlyle Balfour""","""Siegfried W. Kiefer""",0
6427,"""Scott Carlyle Balfour""","""Timothy Alexander Miller""",0
6428,"""Scott Carlyle Balfour""","""Christopher Allan Govan""",0
6429,"""Scott Carlyle Balfour""","""Victor G. Dodig""",0
6430,"""Scott Carlyle Balfour""","""Paul S. Herendeen""",0
6431,"""Scott Carlyle Balfour""","""Mark Kenney""",0
6432,"""Scott Carlyle Balfour""","""Geert Verellen""",0
